interactor,date,topic,doc_nb,word_nb,char_nb,doc_ids
NA,2018-06-25,P9,7.142857e-04,   0.2471429,    1.478571,
NA,2018-10-18,P1,1.400538e-01, 107.5612903,  638.785215,
NA,2018-10-18,P10,2.688172e-04,   0.2064516,    1.226075,
NA,2018-10-18,P2,2.529570e-01, 194.2709677, 1153.736828,uk.org.publicwhip/debate/2018-10-18b.833.2
NA,2018-10-18,P3,2.688172e-04,   0.2064516,    1.226075,
NA,2018-10-18,P4,9.166667e-02,  70.4000000,  418.091667,
NA,2018-10-18,P5,1.830645e-01, 140.5935484,  834.957258,
NA,2018-10-18,P6,2.688172e-04,   0.2064516,    1.226075,
NA,2018-10-18,P7,1.669355e-01, 128.2064516,  761.392742,
NA,2018-10-18,P8,1.642473e-01, 126.1419355,  749.131989,
NA,2018-10-18,P9,2.688172e-04,   0.2064516,    1.226075,
NA,2018-10-31,P1,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P10,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P2,9.166667e-02,   2.4750000,   14.208333,
NA,2018-10-31,P3,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P4,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P5,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P6,3.416667e-01,   9.2250000,   52.958333,
NA,2018-10-31,P7,5.083333e-01,  13.7250000,   78.791667,uk.org.publicwhip/debate/2018-10-31a.928.4
NA,2018-10-31,P8,8.333333e-03,   0.2250000,    1.291667,
NA,2018-10-31,P9,8.333333e-03,   0.2250000,    1.291667,
NA,2018-11-12,P1,3.012048e-04,   0.2259036,    1.364759,
